Sex_int,Protected category,Overall,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English,Italian Residence,European Residence,Age Range_int,number_of_searches,experience_match_score,study_title_score,professional_similarity_score,study_area_score,general_similarity_score,Distance Residence - Akkodis HQ,Distance Residence - Assumption HQ,Hired
1,False,3.0,4.0,2.0,3.5,3.0,3.0,3.0,2.5,True,True,4,491.0,0.5,0.3333333333333333,0.0774960070848465,0.1821580529212951,0.4754266440868377,21.29511144000142,21.29511144000142,1
1,False,2.0,2.0,2.5,2.5,2.0,2.0,2.5,3.0,True,True,2,226.0,-0.1666666666666666,0.0,0.2592839002609253,1.0000001192092896,0.6679255962371826,261.2904898703645,261.2904898703645,0
0,False,3.0,2.5,3.0,3.0,3.0,3.5,3.0,3.5,True,True,0,774.0,-0.6666666666666666,0.0,0.4214992821216583,1.0,0.4726630449295044,0.0,0.0,1
0,False,2.5,2.5,2.75,2.75,2.5,2.5,1.5,3.0,True,True,4,510.0,0.5,0.0,0.6497869491577148,0.1173467338085174,0.5768791437149048,0.0,0.0,1
1,False,2.0,2.75,2.25,2.0,3.0,2.5,1.5,3.0,True,True,4,969.5,0.0,0.1666666666666666,0.1823713928461074,0.8313071727752686,0.4836694002151489,455.9735862482417,15.643809550588562,1
1,False,2.0,1.75,1.75,1.5,1.75,1.75,1.5,2.5,True,True,2,142.0,-0.3333333333333333,0.0,0.2797374427318573,0.6472595930099487,0.4869311451911926,0.0,0.0,0
1,False,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,False,True,6,1157.0,1.0,0.0,0.2703123688697815,0.1311796903610229,0.4799715578556061,480.0253712326895,480.0253712326895,0
1,False,2.5,2.0,2.5,2.5,2.5,2.0,1.0,3.0,True,True,3,773.0,-0.3333333333333333,0.0,0.2227036952972412,0.4668346047401428,0.2102106511592865,0.0,0.0,1
1,False,2.5,2.0,2.5,3.0,1.5,2.5,1.0,3.0,True,True,2,839.0,-0.3333333333333333,0.3333333333333333,0.3778799176216125,0.1387689709663391,0.5449092388153076,0.0,0.0,1
1,False,2.0,2.5,2.0,2.0,2.0,2.0,1.5,2.0,True,True,2,209.0,0.1666666666666666,-0.1666666666666666,0.2188023626804351,0.5561137795448303,0.5264418721199036,330.1441196805306,330.1441196805306,0
0,False,2.5,2.25,2.5,2.5,2.25,2.5,2.0,3.0,True,True,2,163.2,0.1666666666666666,0.3333333333333333,0.3122168183326721,0.5200135111808777,0.393178641796112,37.18409292930151,37.18409292930151,1
0,False,2.5,2.5,2.0,2.5,2.0,2.5,3.0,2.0,True,True,2,159.0,-0.3333333333333333,0.0,0.2176658809185028,1.0,0.5939083099365234,176.6255839141874,176.6255839141874,0
1,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,False,False,6,774.0,0.3333333333333333,0.0,0.358225017786026,1.0,0.5344275832176208,0.0,9014.71161280982,0
0,False,2.0,2.5,2.0,2.0,2.0,2.0,2.5,3.0,True,True,0,874.6666666666666,0.1666666666666666,0.0,0.4272724688053131,1.0000001192092896,0.6406809687614441,261.2904898703645,261.2904898703645,0
1,False,3.0,3.0,2.6666666666666665,2.6666666666666665,3.0,2.333333333333333,1.3333333333333333,1.6666666666666667,True,True,5,554.6666666666666,0.1666666666666666,0.0,0.438031792640686,1.0,0.4314895272254944,0.0,48.91426174187862,1
0,False,2.6666666666666665,2.0,2.6666666666666665,2.6666666666666665,2.333333333333333,2.6666666666666665,3.0,3.0,True,True,2,281.0,-0.3333333333333333,0.0,0.4487740397453308,0.5033115148544312,0.3569312691688537,877.7903596124573,658.9241717753054,1
1,False,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,True,True,2,289.0,0.0,0.1666666666666666,0.4887589514255523,1.0000001192092896,0.5146341323852539,460.17757252130855,460.17757252130855,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,2,464.0,0.8333333333333334,-0.1666666666666666,0.3134551048278808,0.6410719752311707,0.4256155490875244,909.029247702616,1083.427580550063,0
0,False,2.0,1.0,1.5,2.0,2.0,2.0,1.0,2.5,True,True,2,221.0,-0.3333333333333333,0.0,0.1884340345859527,0.3837016522884369,0.6326345205307007,37.1138909848964,37.1138909848964,0
1,False,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,True,True,3,559.3333333333334,0.0,0.0,0.0049238540232181,1.0,0.4731447100639343,264.57857977864154,264.57857977864154,0
1,False,1.6666666666666667,2.0,1.3333333333333333,2.0,2.0,1.3333333333333333,1.0,2.6666666666666665,True,True,4,668.0,0.3333333333333333,0.0,0.4278032779693603,1.0000001192092896,0.5630862712860107,0.0,0.0,0
1,False,2.0,1.5,2.5,2.0,2.0,2.0,3.0,3.0,True,True,2,221.0,-0.3333333333333333,0.0,0.2204136550426483,1.0,0.6112946271896362,525.6548809246697,525.6548809246697,0
1,False,3.0,3.0,2.5,3.0,2.5,2.0,1.5,3.0,True,True,6,178.0,0.0,0.0,0.4238490462303161,0.1586044579744339,0.5693305730819702,379.275417435897,375.74308794927634,0
1,False,2.6666666666666665,2.333333333333333,2.6666666666666665,2.0,2.6666666666666665,2.6666666666666665,3.0,3.333333333333333,True,True,2,609.0,0.1666666666666666,0.0,0.0713354274630546,1.0,0.5422701239585876,61.23041919205631,61.23041919205631,1
1,False,3.0,2.5,2.0,3.0,3.0,3.0,2.5,3.0,True,True,2,958.0,-0.5,0.1666666666666666,0.262729287147522,0.4734894037246704,0.6477696895599365,26.408226347032084,26.408226347032084,1
1,False,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,True,True,1,65.0,0.1666666666666666,0.0,0.3176268339157104,1.0,0.6601160764694214,119.48588248656404,119.48588248656404,0
1,False,1.5,1.0,2.0,2.0,2.0,2.5,1.0,1.0,True,True,0,874.6666666666666,-0.3333333333333333,-0.5,0.0714811831712722,0.299981951713562,0.5071189403533936,0.0,0.0,0
1,False,1.5,1.5,1.5,2.0,2.0,2.0,3.0,2.5,True,True,2,340.0,0.1666666666666666,0.0,0.13133405148983,1.0,0.4739202260971069,264.6791164338324,264.6791164338324,0
1,False,2.5,2.5,2.5,3.0,3.0,2.5,3.0,3.0,True,True,2,276.0,-0.1666666666666666,0.0,0.2267831563949585,0.5629082918167114,0.4493404626846313,949.8512804441878,949.8512804441878,1
1,False,2.5,2.5,2.5,2.0,2.5,2.5,1.0,2.0,True,True,5,585.0,0.6666666666666666,-0.5,0.3403673768043518,0.1259171664714813,0.5186034440994263,261.2904898703645,261.2904898703645,0
1,False,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,True,True,2,207.0,-0.3333333333333333,-0.1666666666666666,0.2577687501907348,0.5692874193191528,0.504026472568512,381.4634271291159,374.0735752651559,0
0,False,2.5,2.0,2.0,2.5,2.5,2.5,3.0,3.0,True,True,2,663.0,-0.3333333333333333,0.0,0.2333782613277435,0.5692874193191528,0.4776171445846557,579.5330992644715,579.5330992644715,1
1,False,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,3,957.25,0.1666666666666666,0.3333333333333333,0.3025570809841156,0.4741823971271515,0.5422837138175964,738.5718012830972,738.5718012830972,0
1,False,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,1,245.0,0.0,0.0,0.2581217586994171,0.4552599191665649,0.4039011597633362,805.4772475689444,805.4772475689444,0
1,False,2.333333333333333,2.0,2.6666666666666665,2.6666666666666665,2.333333333333333,2.0,2.0,3.0,True,True,2,863.6666666666666,0.0,0.3333333333333333,0.0253629051148891,0.580945611000061,0.5471204519271851,63.20286939871621,63.20286939871621,1
1,False,2.333333333333333,2.333333333333333,2.0,2.333333333333333,2.0,1.6666666666666667,2.0,3.0,True,True,0,368.0,-0.1666666666666666,0.0,0.1990139484405517,0.4734894037246704,0.5327771902084351,0.0,586.4191724257455,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,1.5,3.0,True,True,1,595.0,0.0,-0.1666666666666666,0.2953161597251892,0.6472595930099487,0.6385267376899719,600.6959133174499,600.6959133174499,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,True,True,0,399.5,0.8333333333333334,-0.5,0.6122519969940186,0.3236594796180725,0.4988186359405517,297.3505202717438,297.3505202717438,0
1,False,2.5,2.5,2.0,2.0,2.0,2.5,2.5,2.5,True,True,0,371.5,0.3333333333333333,-0.1666666666666666,0.2192120105028152,0.9999999403953552,0.62498939037323,216.91989015789352,216.91989015789352,0
1,False,2.0,2.0,2.0,2.0,1.5,2.0,3.0,3.0,True,True,2,649.0,0.0,0.0,0.3273325264453888,0.5044734477996826,0.5449194312095642,24.90897959240141,24.90897959240141,0
1,False,2.25,2.5,3.0,2.5,2.25,2.25,2.25,2.75,True,True,2,793.0,-0.1666666666666666,0.0,0.5162668228149414,0.5139808654785156,0.5500037670135498,772.9231343917786,772.9231343917786,1
1,False,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,True,True,3,679.8,0.1666666666666666,0.1666666666666666,0.3748064041137695,0.3808895945549011,0.4826345145702362,634.7603495630701,634.7603495630701,0
0,False,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,True,True,2,958.0,0.1666666666666666,0.0,0.5530583262443542,0.0896954536437988,0.4851521849632263,644.2255752664048,644.2255752664048,0
0,False,2.0,2.0,2.5,2.5,2.0,2.0,2.5,3.0,True,True,2,72.0,-0.1666666666666666,-0.1666666666666666,0.3012869954109192,0.6472595930099487,0.5568972826004028,0.0,0.0,1
1,False,2.0,2.0,2.333333333333333,2.333333333333333,2.0,2.0,1.6666666666666667,3.0,True,True,3,405.3333333333333,0.1666666666666666,0.1666666666666666,0.2459187507629394,0.9999999403953552,0.4736959338188171,0.729930420058699,0.729930420058699,1
1,False,2.5,2.0,2.5,3.0,2.0,2.5,2.0,2.5,True,True,2,470.0,-0.6666666666666666,0.0,0.4981230199337005,1.0,0.4698902070522308,0.0,1003.085095353802,1
1,False,2.0,2.0,2.5,3.0,2.5,2.0,3.0,3.0,True,True,5,648.0,0.6666666666666666,-0.5,0.5081007480621338,0.1471807062625885,0.5167897939682007,310.1500139288933,310.1500139288933,0
1,False,2.0,1.3333333333333333,2.6666666666666665,2.333333333333333,2.333333333333333,2.6666666666666665,2.333333333333333,3.0,True,True,2,1249.0,-0.3333333333333333,0.0,0.2500357925891876,1.0,0.6176766157150269,938.1443141057512,938.1443141057512,0
1,False,2.0,1.5,2.0,1.5,2.0,2.0,3.0,3.0,True,True,0,695.0,0.0,0.5,0.3359256386756897,0.4085896611213684,0.5327516198158264,658.5022377502794,658.5022377502794,0
1,False,3.0,3.0,3.0,2.0,3.0,2.5,3.0,3.0,True,True,4,791.0,0.0,0.0,0.2519027590751648,0.1387689709663391,0.3809318244457245,75.23759106748345,411.169030082726,1
1,False,2.4,2.4,2.4,2.4,2.0,2.0,1.6,2.8,True,True,3,393.0,0.3333333333333333,0.1666666666666666,0.4103377163410187,0.6208293437957764,0.446559190750122,0.0,0.0,1
1,False,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,False,False,5,152.0,0.0,0.1666666666666666,0.3640295565128326,0.2850784063339233,0.6265685558319092,9014.71161280982,9404.98866513626,0
1,False,2.0,2.0,2.0,2.5,2.0,2.5,2.5,3.0,True,True,1,150.0,0.0,-0.1666666666666666,0.2468782067298889,1.0,0.6559999585151672,680.3496635575576,680.3496635575576,0
1,False,2.0,2.333333333333333,1.6666666666666667,2.0,2.0,2.0,2.0,3.0,True,True,4,811.25,0.5,0.0,0.3185329437255859,1.0,0.4701503813266754,188.7172734049369,188.7172734049369,1
1,False,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,True,True,2,221.0,0.0,0.0,0.1534066200256347,0.3235668838024139,0.5499069690704346,188.7172734049369,188.7172734049369,0
1,False,2.0,2.0,2.5,2.5,2.0,2.5,2.0,3.0,True,True,0,453.0,-0.1666666666666666,0.0,0.3984063267707824,0.4612405896186828,0.5625615119934082,5.358879083757014,265.3221780318558,0
0,False,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,True,True,2,1148.0,0.0,0.0,0.244916096329689,0.3794084787368774,0.5240778923034668,880.6119256678768,880.6119256678768,0
1,False,2.0,2.0,2.0,2.0,2.0,2.333333333333333,2.6666666666666665,3.0,True,True,2,323.0,-0.1666666666666666,-0.1666666666666666,0.2953161597251892,0.6472595930099487,0.5796190500259399,0.0,0.0,1
1,False,2.0,2.0,2.0,2.0,2.0,1.3333333333333333,1.0,2.333333333333333,True,True,2,667.6666666666666,0.5,-0.1666666666666666,0.8001936674118042,0.2248836159706115,0.4842893779277801,285.2869201570743,285.2869201570743,0
1,False,2.0,1.5,2.0,2.0,2.0,2.0,1.0,2.0,True,True,1,662.0,0.1666666666666666,-0.5,0.2379102706909179,0.4734894037246704,0.5487302541732788,126.36801588664628,126.36801588664628,0
0,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,0,737.0,0.1666666666666666,0.3333333333333333,0.194213181734085,1.0,0.5849327445030212,413.19195628362553,413.19195628362553,0
1,False,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,True,True,2,464.0,0.1666666666666666,0.0,0.4011520147323608,0.6410719752311707,0.5493055582046509,762.3727404582768,762.3727404582768,0
1,False,3.0,2.6666666666666665,3.0,2.6666666666666665,2.6666666666666665,3.0,3.0,3.0,False,True,4,1029.0,0.3333333333333333,0.3333333333333333,0.2495040744543075,0.413150429725647,0.5848982930183411,1042.3586775835572,1042.3586775835572,1
1,False,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.5,True,True,3,874.6666666666666,0.1666666666666666,0.0,0.3998507857322693,0.5253975987434387,0.5713467597961426,126.36801588664628,126.36801588664628,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,3,531.0,0.5,0.0,0.3561800718307495,0.2897432744503021,0.4635692536830902,0.0,477.5670330053997,0
0,False,2.0,2.0,2.0,2.333333333333333,2.333333333333333,2.333333333333333,2.6666666666666665,3.0,True,True,0,456.0,0.0,0.0,0.2233405858278274,1.0,0.5194401144981384,261.2904898703645,0.0,1
1,False,2.0,2.0,2.0,2.0,2.25,2.0,2.5,3.0,True,True,2,803.6666666666666,0.0,0.0,0.1504231691360473,1.0000001192092896,0.6058958172798157,604.9044291924628,37.09347197596702,1
0,False,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,True,True,3,839.0,-0.1666666666666666,0.3333333333333333,0.4355368614196777,0.1270840615034103,0.6007907390594482,264.81554915603016,264.81554915603016,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,True,True,0,719.0,0.5,0.1666666666666666,0.5875962972640991,0.1387689709663391,0.573177695274353,0.0,0.0,0
1,False,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,True,True,4,132.0,0.3333333333333333,-0.1666666666666666,0.3828597664833069,1.0000001192092896,0.5767954587936401,477.5670330053997,477.5670330053997,0
0,False,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.5,True,True,4,787.0,0.0,-0.1666666666666666,0.3856330811977386,1.0,0.6081129312515259,0.0,0.0,1
1,False,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,True,True,6,510.0,0.5,0.0,0.3384561538696289,0.1252253949642181,0.5518085956573486,521.564818329059,521.564818329059,0
0,False,2.75,1.75,1.5,3.0,2.5,3.0,2.0,2.5,True,True,6,728.0,0.1666666666666666,-0.5,0.3709112703800201,0.1327041983604431,0.3198214769363403,7.855697411308919,7.855697411308919,1
0,False,2.75,1.75,1.5,3.0,2.5,3.0,2.0,2.5,True,True,6,728.0,0.3333333333333333,0.0,0.3709112703800201,1.0,0.283168226480484,0.0,7.855697411308919,1
1,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,6,689.0,0.3333333333333333,0.0,0.4331793487071991,1.0,0.5177326798439026,0.0,151.38108285285134,0
0,False,2.0,2.0,2.5,2.25,2.0,2.0,1.25,2.5,True,True,3,513.5,0.0,0.0,0.4342041909694671,0.3837016522884369,0.4349715113639831,188.7172734049369,0.0,1
1,False,2.0,2.333333333333333,2.0,2.0,2.0,2.0,1.3333333333333333,3.0,True,True,3,433.0,0.1666666666666666,0.5,0.6538704633712769,0.5132570862770081,0.6148909330368042,787.2552303179688,787.2552303179688,0
1,False,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,True,True,2,663.0,0.0,0.0,0.3165955543518066,0.6472595930099487,0.508960485458374,126.36801588664628,126.36801588664628,0
1,False,2.5,2.5,2.0,2.0,2.5,2.5,2.5,2.5,True,True,2,624.0,-0.6666666666666666,0.0,0.3303315043449402,1.0,0.3481610715389251,0.0,0.0,1
1,False,2.5,2.0,2.5,2.0,2.5,2.5,3.5,3.0,False,False,2,953.25,0.0,0.1666666666666666,0.5315868854522705,0.4548212885856628,0.4374273717403412,6675.010359929581,6218.697526558932,0
1,False,2.0,2.0,2.0,2.0,2.0,2.6666666666666665,1.3333333333333333,3.0,True,True,2,739.0,-0.1666666666666666,-0.1666666666666666,0.1896877437829971,0.5132570862770081,0.3763234615325928,0.0,0.0,1
1,False,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,True,True,3,74.0,0.1666666666666666,0.1666666666666666,0.1523081362247467,1.0000001192092896,0.5417320728302002,103.89343399676302,103.89343399676302,0
1,False,2.0,2.0,2.0,2.0,2.6666666666666665,2.6666666666666665,2.333333333333333,2.0,True,True,2,298.0,-0.3333333333333333,0.0,0.2468782067298889,0.6472595930099487,0.5901927947998047,695.460590924208,695.460590924208,1
1,False,2.0,2.0,2.0,2.0,2.6666666666666665,2.6666666666666665,2.333333333333333,2.0,True,True,2,298.0,0.0,0.0,0.2468782067298889,0.5629082918167114,0.3942362070083618,695.460590924208,695.460590924208,1
1,False,2.333333333333333,2.333333333333333,2.333333333333333,2.6666666666666665,2.333333333333333,2.333333333333333,2.333333333333333,3.0,True,True,3,945.0,0.0,-0.1666666666666666,0.1899753510951995,0.9999999403953552,0.4913122057914734,129.31119774579955,129.31119774579955,1
1,False,2.0,2.0,2.5,3.0,2.5,2.5,3.0,3.0,True,True,2,226.0,-0.1666666666666666,0.0,0.2373225539922714,0.1143628880381584,0.6008107662200928,189.15021251567995,189.15021251567995,0
1,False,2.0,2.0,2.0,2.0,2.5,2.5,2.5,3.0,True,True,2,1250.0,-0.1666666666666666,-0.1666666666666666,0.4860951900482178,0.6472595930099487,0.6514478921890259,0.0,0.0,1
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,True,True,2,945.0,-0.1666666666666666,0.0,0.5651105642318726,0.9999999403953552,0.5995980501174927,891.6640661285893,891.6640661285893,0
1,False,2.0,1.0,2.0,1.5,2.0,2.0,3.0,2.5,True,True,1,464.0,0.0,-0.1666666666666666,0.4128193855285644,0.6410719752311707,0.5169211626052856,0.0,0.0,0
1,False,2.0,1.5,2.0,3.0,2.5,2.5,2.5,3.0,True,True,2,595.0,0.0,0.0,0.4769036173820495,0.6472595930099487,0.5988401174545288,172.33226504694332,172.33226504694332,0
0,False,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,True,True,2,350.0,-0.1666666666666666,0.0,0.2220691740512848,0.5033115148544312,0.4873877167701721,712.2488021645906,712.2488021645906,0
1,False,3.0,3.5,2.5,2.0,3.0,2.5,1.5,3.0,True,True,6,1255.0,1.0,0.0,0.4869880080223083,1.0000001192092896,0.4773754775524139,297.3505202717438,297.3505202717438,0
1,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,True,True,0,510.0,0.1666666666666666,0.0,0.2172899842262268,0.0721558779478073,0.5015155076980591,477.5670330053997,477.5670330053997,0
1,False,1.5,1.5,2.5,2.0,2.0,2.5,3.0,3.0,True,True,1,443.0,0.1666666666666666,0.0,0.4915244579315185,0.1454702019691467,0.3181267082691192,94.18824086559012,716.0491155037128,1
1,False,2.5,2.5,3.0,2.5,2.5,2.5,3.0,2.5,True,True,2,1157.0,0.0,0.0,0.128798559308052,0.9999999403953552,0.5406299829483032,664.3035948973794,664.3035948973794,0
0,False,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.5,True,True,2,304.0,0.1666666666666666,0.1666666666666666,0.1847294270992279,0.1555326730012893,0.4644857943058014,19.70337829138752,231.0782523978553,0
0,False,2.5,1.5,2.5,3.0,2.0,3.0,3.0,3.5,True,True,1,995.0,-0.1666666666666666,0.3333333333333333,0.2333782613277435,0.1168567016720771,0.4825542569160461,477.5670330053997,477.5670330053997,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,True,True,3,121.5,0.8333333333333334,0.0,0.5233913064002991,0.3988077044486999,0.5453092455863953,276.3156893555864,276.3156893555864,0
1,False,2.5,3.0,3.0,2.0,2.5,2.0,2.0,2.5,True,True,5,788.0,0.8333333333333334,0.1666666666666666,0.4801395535469055,0.7496175765991211,0.5112617015838623,567.3538697813027,567.3538697813027,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,True,True,2,464.0,0.0,0.0,0.4025858640670776,1.0,0.5381700396537781,788.5045440957169,788.5045440957169,0
0,False,1.0,1.0,1.5,1.0,1.0,1.5,1.0,3.0,True,True,2,532.6666666666666,0.3333333333333333,-0.1666666666666666,0.5101161003112793,1.0000001192092896,0.6097503304481506,114.69624192796068,604.8292319802936,0
1,False,2.5,3.0,2.5,2.5,2.0,2.0,1.5,3.0,True,True,0,723.0,0.3333333333333333,-0.3333333333333333,0.4263977408409118,1.0,0.4563654065132141,69.07354654363098,69.07354654363098,1
1,False,2.0,2.0,2.0,2.0,2.5,2.5,3.0,3.0,True,True,0,221.5,-0.3333333333333333,0.0,0.2468782067298889,1.0,0.6218797564506531,126.36801588664628,0.0,1
1,False,2.0,2.0,2.0,2.0,2.5,2.5,3.0,3.0,True,True,0,221.5,-0.3333333333333333,0.0,0.2468782067298889,1.0,0.6218797564506531,126.36801588664628,126.36801588664628,1
1,False,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,True,True,6,207.0,0.5,0.3333333333333333,0.4875194430351257,0.413150429725647,0.6577365398406982,450.1235503299946,472.3350728355548,0
0,False,2.8,2.2,2.8,2.6,3.0,3.0,2.2,2.6,True,True,4,345.6,0.0,0.1666666666666666,0.2105219215154647,0.6419546604156494,0.5546377301216125,126.36801588664628,0.0,1
0,False,2.8,2.2,2.8,2.6,3.0,3.0,2.2,2.6,True,True,4,345.6,0.1666666666666666,0.1666666666666666,0.1638033241033554,1.0000001192092896,0.4119919240474701,126.36801588664628,0.0,1
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,True,True,1,453.0,-0.1666666666666666,0.0,0.6734486818313599,0.6472595930099487,0.5950930714607239,354.7705608888759,135.36405170705368,0
1,False,2.0,2.5,2.0,2.0,2.5,2.0,1.0,2.0,True,True,5,679.8,0.6666666666666666,-0.1666666666666666,0.1896803975105285,1.0,0.5787659883499146,312.3113875641904,312.3113875641904,0
1,False,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,False,False,6,585.0,0.6666666666666666,0.0,0.1670827269554138,0.4521058201789856,0.371146947145462,10596.2556938983,10596.2556938983,0
0,False,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0,True,True,2,290.0,-0.1666666666666666,0.0,0.3072242140769958,0.6472595930099487,0.5655655264854431,0.0,0.0,1
1,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True,True,0,532.6666666666666,0.3333333333333333,0.1666666666666666,0.196544200181961,0.5253975987434387,0.5408603549003601,114.69624192796068,604.8292319802936,0
1,False,2.0,2.0,2.5,2.5,3.0,2.0,2.5,3.0,True,True,2,613.0,0.0,0.0,0.5100570321083069,0.5346493721008301,0.5038669109344482,100.6447812228325,34.88279023946917,0
1,False,2.0,2.0,2.0,1.0,2.5,3.0,3.0,4.0,True,True,2,286.0,0.1666666666666666,0.1666666666666666,0.3087712824344635,0.1150921285152435,0.4505532681941986,22.47540642638147,22.47540642638147,1
1,False,2.0,2.0,2.0,1.0,2.5,3.0,3.0,4.0,True,True,2,286.0,-0.1666666666666666,0.0,0.2954428493976593,1.0,0.3466721177101135,0.0,22.47540642638147,1
0,False,2.5,2.0,2.5,3.0,2.5,3.0,2.0,3.0,True,True,4,805.0,0.6666666666666666,0.0,0.6497869491577148,0.1514448523521423,0.4963391423225403,272.9338490819342,16.0931635739197,1
1,False,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,True,True,1,995.0,0.0,-0.3333333333333333,0.4941237568855285,0.3585879802703857,0.5717805027961731,477.5670330053997,477.5670330053997,0
0,False,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,True,True,5,773.0,0.1666666666666666,0.0,0.3412704169750213,0.5132570862770081,0.4530409872531891,14.00371556553984,14.00371556553984,1
1,False,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,True,True,6,752.0,0.8333333333333334,-0.3333333333333333,0.3387093544006347,0.2608429789543152,0.5394309759140015,495.6332384331721,495.6332384331721,0
1,False,2.0,2.0,2.0,2.5,2.0,2.5,3.0,3.0,True,True,2,899.0,0.0,0.0,0.128798559308052,0.3993004560470581,0.4302474856376648,972.126328123108,972.126328123108,0
1,False,2.5,3.0,2.5,2.0,2.5,2.0,2.5,2.5,True,True,2,696.0,-0.1666666666666666,0.0,0.2709141671657562,0.4741823971271515,0.5972589254379272,485.3368310171156,485.3368310171156,0
1,False,2.0,2.0,2.0,2.0,2.0,2.333333333333333,2.0,1.6666666666666667,True,True,3,367.0,0.3333333333333333,-0.1666666666666666,0.4769036173820495,0.5629082918167114,0.4365474283695221,526.0189908463798,526.0189908463798,1
1,False,2.0,1.0,2.0,2.0,1.0,1.5,3.0,3.0,True,True,0,722.25,-0.1666666666666666,-0.3333333333333333,0.30563884973526,0.3236594796180725,0.4959879517555237,1046.5482784974731,1046.5482784974731,0
0,False,2.0,2.0,2.5,2.0,2.0,2.0,1.0,3.0,True,True,0,1037.0,0.0,0.0,0.2873876094818115,0.5431594252586365,0.3171305358409881,0.0,0.0,1
0,False,2.0,2.0,2.5,2.0,2.0,2.0,1.0,3.0,True,True,0,1037.0,0.0,0.0,0.2732657790184021,0.5431594252586365,0.3482992053031921,0.0,0.0,1
1,False,1.75,1.5,1.25,1.75,1.75,1.75,2.0,2.5,True,True,3,835.5,0.1666666666666666,0.0,0.1110976561903953,0.4741823971271515,0.3370194137096405,470.96649280685966,0.0,1
1,False,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,True,True,6,774.0,0.3333333333333333,0.0,0.4660679697990417,1.0,0.5883129239082336,0.0,44.62230637522078,0
1,False,1.5,1.5,2.0,1.5,2.0,1.5,1.5,2.5,True,True,2,960.0,0.3333333333333333,-0.1666666666666666,0.5592781901359558,1.0000001192092896,0.5839697122573853,391.6257579118215,391.6257579118215,0
0,False,2.6666666666666665,2.6666666666666665,3.0,3.0,3.0,2.333333333333333,2.0,2.6666666666666665,True,True,4,159.0,0.0,-0.1666666666666666,0.4400895535945892,0.2694469094276428,0.5137872695922852,477.5670330053997,477.5670330053997,0
1,False,2.0,2.5,2.5,3.0,2.5,1.5,1.0,3.0,True,True,5,613.0,0.5,0.0,0.3321883380413055,0.5692874193191528,0.4930028617382049,503.05167789033766,388.5166212803511,0
1,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,True,True,2,1250.0,0.3333333333333333,0.0,0.3273158669471741,1.0000001192092896,0.5966715216636658,261.2904898703645,261.2904898703645,0
1,False,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,True,True,6,499.0,0.3333333333333333,0.3333333333333333,0.270169198513031,1.0,0.5401709079742432,14.52181732032318,484.6382904168464,1
