cand_provenance_gender,cand_age_bucket,cand_domicile_province,cand_education,job_contract_type,job_sector,job_work_province,hired
North Female,35-44,CN,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
North Male,55-74,CN,Other,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
North Female,15-24,CN,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
North Male,25-34,CN,Other,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
North Female,45-54,CN,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
North Female,45-54,CN,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
North Female,25-34,IM,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
North Female,45-54,IM,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
North Female,55-74,IM,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
North Female,35-44,CN,Higher Technical Institute,Lavoro subordinato,Operai Generici,CN ,Hired
North Male,35-44,IM,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Female,25-34,CN,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Female,35-44,SV,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Female,35-44,CN,Other,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Female,35-44,CN,Other,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Male,25-34,CN,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Female,55-74,CN,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Female,25-34,CN,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Male,35-44,CN,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
North Male,35-44,BG,Unknown,Other,Operai Generici,BS ,Hired
North Male,35-44,BS,Unknown,Other,Operai Generici,BS ,Hired
North Female,45-54,BG,Unknown,Other,Operai Generici,BS ,Hired
North Male,35-44,MB,Unknown,Other,Operai Generici,BS ,Hired
North Male,25-34,BG,Unknown,Other,Operai Generici,BS ,Hired
North Male,35-44,BG,Unknown,Other,Operai Generici,BS ,Hired
North Female,35-44,CR,Unknown,Other,Operai Generici,BS ,Hired
North Male,15-24,PR,Unknown,Other,Operai Generici,BS ,Hired
North Male,35-44,BG,Other,Other,Operai Generici,BS ,Hired
North Male,25-34,BG,Other,Other,Operai Generici,BS ,Hired
North Male,35-44,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Female,25-34,CO,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Female,25-34,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Female,15-24,MI,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Female,45-54,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,25-34,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,35-44,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Female,45-54,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,25-34,TN,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,45-54,BS,High School,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,35-44,FC,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
Central Female,35-44,AN,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
South Male,25-34,TE,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
Central Female,25-34,AN,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
Central Male,25-34,MC,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
Central Male,25-34,AP,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
Central Female,45-54,MC,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
North Male,15-24,RN,Unknown,Lavoro subordinato,Operai Generici,MC ,Hired
Central Female,45-54,AN,Other,Lavoro subordinato,Operai Generici,MC ,Hired
Central Male,55-74,AN,Unknown,Lavoro subordinato,Operai Generici,MC ,Not Hired
Central Female,55-74,LT,Other,Lavoro subordinato,Operai Generici,RM ,Not Hired
Central Male,45-54,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
Central Male,25-34,LT,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
Central Female,25-34,LT,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
Central Female,45-54,RM,Other,Lavoro subordinato,Operai Generici,RM ,Not Hired
Central Female,35-44,RM,Vocational Certificate,Lavoro subordinato,Operai Generici,RM ,Not Hired
Central Male,55-74,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
Central Female,55-74,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
North Male,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,PC ,Hired
North Male,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,PC ,Hired
North Male,15-24,MI,Other,Lavoro subordinato,Operai Generici,PC ,Hired
North Female,25-34,NO,Unknown,Lavoro subordinato,Operai Generici,PC ,Hired
North Male,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,PC ,Hired
North Female,35-44,PR,Unknown,Lavoro subordinato,Operai Generici,PC ,Hired
North Female,35-44,PR,Unknown,Lavoro subordinato,Operai Generici,PC ,Hired
North Male,25-34,PC,Vocational Certificate,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,25-34,PR,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Male,45-54,MI,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,35-44,CR,Unknown,Lavoro subordinato,Operai Generici,PC ,Hired
North Male,25-34,CR,Unknown,Lavoro subordinato,Operai Generici,PC ,Hired
North Female,55-74,PC,Unknown,Lavoro subordinato,Operai Generici,PC ,Hired
North Male,15-24,PC,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,35-44,PC,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Male,25-34,GE,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,45-54,MI,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Male,25-34,PC,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Male,55-74,PC,Other,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Male,45-54,PR,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,25-34,PC,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,45-54,PC,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,35-44,PC,Other,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Male,35-44,PC,High School,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,45-54,PC,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Female,25-34,PC,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Male,25-34,PR,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Male,35-44,PC,Other,Lavoro subordinato,Operai Generici,PC ,Not Hired
North Male,25-34,TV,Unknown,Lavoro subordinato,Operai Generici,TV ,Not Hired
North Male,35-44,TV,Other,Lavoro subordinato,Operai Generici,TV ,Not Hired
North Male,25-34,TV,Unknown,Lavoro subordinato,Operai Generici,TV ,Not Hired
North Female,25-34,TV,Unknown,Lavoro subordinato,Operai Generici,TV ,Not Hired
North Male,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,TV ,Not Hired
North Female,55-74,TV,Unknown,Lavoro subordinato,Operai Generici,TV ,Not Hired
North Male,35-44,TV,Unknown,Lavoro subordinato,Operai Generici,TV ,Not Hired
North Female,15-24,VE,Unknown,Lavoro subordinato,Operai Generici,TV ,Not Hired
North Male,45-54,TV,Vocational Certificate,Lavoro subordinato,Operai Generici,TV ,Not Hired
North Female,25-34,VE,Unknown,Lavoro subordinato,Operai Generici,TV ,Not Hired
Central Female,35-44,RM,Unknown,Lavoro subordinato,Operai Specializzati,RM ,Hired
Central Male,35-44,RM,Unknown,Lavoro subordinato,Operai Specializzati,RM ,Hired
Central Male,25-34,RM,Vocational Certificate,Lavoro subordinato,Operai Specializzati,RM ,Hired
Central Female,35-44,LT,Unknown,Lavoro subordinato,Operai Specializzati,RM ,Not Hired
Central Male,35-44,LT,Unknown,Lavoro subordinato,Operai Specializzati,RM ,Not Hired
Central Male,25-34,FR,Unknown,Lavoro subordinato,Operai Specializzati,RM ,Not Hired
Central Female,25-34,RM,Unknown,Lavoro subordinato,Operai Specializzati,RM ,Not Hired
Central Male,45-54,RM,Other,Lavoro subordinato,Operai Specializzati,RM ,Not Hired
Central Male,35-44,RM,Unknown,Lavoro subordinato,Operai Specializzati,RM ,Not Hired
Central Male,25-34,RM,Unknown,Lavoro subordinato,Operai Specializzati,RM ,Not Hired
Central Female,25-34,FI,Unknown,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
Central Female,35-44,FI,Unknown,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
Central Female,25-34,FI,Unknown,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
Central Female,25-34,FI,Unknown,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
Central Female,25-34,PT,Unknown,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
Central Male,35-44,PT,Unknown,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
Central Male,25-34,LI,High School,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
Central Female,35-44,FI,Unknown,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
Central Female,25-34,FI,Unknown,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
Central Female,25-34,FI,Unknown,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
Central Male,15-24,PI,Unknown,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Female,25-34,PT,Other,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Female,55-74,PI,Other,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Male,45-54,PI,Other,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Female,35-44,PI,Unknown,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Male,25-34,FI,Unknown,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Male,55-74,PI,Unknown,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Male,25-34,PI,Unknown,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Male,15-24,PO,Unknown,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Female,35-44,PO,Unknown,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Male,25-34,PI,Unknown,Lavoro subordinato,Operai Generici,PI ,Hired
Central Female,25-34,PI,Unknown,Lavoro subordinato,Operai Generici,PI ,Hired
Central Male,25-34,FI,Other,Lavoro subordinato,Operai Generici,PI ,Hired
Central Female,45-54,PI,Other,Lavoro subordinato,Operai Generici,PI ,Hired
Central Female,45-54,PI,Unknown,Lavoro subordinato,Operai Generici,PI ,Hired
Central Female,55-74,PI,Other,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Male,45-54,LI,Unknown,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Male,25-34,LI,Other,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Female,35-44,PI,Unknown,Lavoro subordinato,Operai Generici,PI ,Not Hired
Central Female,25-34,LU,Unknown,Lavoro subordinato,Operai Generici,PI ,Not Hired
North Male,25-34,PD,Vocational Certificate,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Hired
North Male,55-74,VR,Other,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Hired
North Female,35-44,PD,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Hired
North Female,25-34,VI,Other,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Hired
North Male,45-54,PD,Other,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Hired
North Female,55-74,PD,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Hired
North Male,45-54,PD,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Hired
North Male,35-44,PD,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Not Hired
North Female,35-44,VI,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Not Hired
North Male,45-54,VR,Higher Technical Institute,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Not Hired
North Male,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,VI ,Hired
North Male,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Hired
North Female,25-34,PD,Unknown,Lavoro subordinato,Operai Generici,VI ,Hired
North Male,55-74,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Hired
North Male,35-44,VI,Other,Lavoro subordinato,Operai Generici,VI ,Hired
North Male,35-44,PD,Other,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Female,45-54,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Female,45-54,VI,Other,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,35-44,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,35-44,VI,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
North Male,25-34,BS,Vocational Certificate,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,25-34,BS,Other,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,25-34,BS,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,25-34,BZ,Other,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,35-44,VR,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,15-24,BS,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,35-44,VR,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Female,25-34,VR,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,45-54,VR,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,55-74,TV,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
Central Female,35-44,RM,Other,Lavoro subordinato,Operai Generici,RM ,Hired
Central Male,55-74,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Hired
Central Female,35-44,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Hired
Central Female,45-54,LT,Other,Lavoro subordinato,Operai Generici,RM ,Hired
Central Female,45-54,LT,Unknown,Lavoro subordinato,Operai Generici,RM ,Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Hired
Central Female,25-34,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Hired
Central Female,45-54,RM,Unknown,Lavoro subordinato,Operai Generici,RM ,Hired
North Female,35-44,BO,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
North Male,35-44,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
North Male,15-24,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
North Male,35-44,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
North Male,25-34,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
North Female,25-34,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
North Female,25-34,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
North Male,35-44,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
North Male,55-74,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
North Female,15-24,FE,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
North Male,35-44,TV,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,35-44,VI,Other,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,55-74,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,35-44,VR,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,25-34,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,35-44,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,25-34,BS,Other,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,55-74,VR,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,35-44,TN,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,25-34,TN,Vocational Certificate,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Female,55-74,TV,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,45-54,TN,Other,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Female,25-34,BS,High School,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,35-44,TN,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Female,15-24,TN,Other,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,35-44,TN,Vocational Certificate,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,35-44,TN,Other,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,25-34,TN,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
North Male,45-54,GO,Vocational Certificate,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
North Female,25-34,UD,Unknown,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
North Male,25-34,GO,Undergraduate,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
North Female,35-44,UD,Unknown,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
North Female,45-54,GO,Unknown,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
North Male,35-44,TS,Unknown,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
North Female,45-54,UD,Unknown,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
North Female,25-34,UD,Unknown,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
North Female,35-44,UD,Unknown,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
North Female,45-54,UD,Unknown,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
North Female,45-54,GO,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Male,15-24,UD,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Male,25-34,UD,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Male,25-34,UD,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Male,25-34,TS,Vocational Certificate,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Male,15-24,UD,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Male,15-24,UD,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Male,25-34,UD,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Male,15-24,GO,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Male,25-34,UD,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
North Female,35-44,TV,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TV ,Not Hired
North Male,15-24,TV,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TV ,Not Hired
North Male,35-44,PN,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TV ,Not Hired
North Male,45-54,TV,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TV ,Not Hired
North Male,35-44,TV,Other,Lavoro subordinato,Progettisti / Design / Grafici,TV ,Not Hired
North Female,25-34,PD,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TV ,Not Hired
North Male,55-74,TV,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TV ,Not Hired
North Male,55-74,TV,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TV ,Not Hired
North Male,35-44,TV,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TV ,Not Hired
North Male,25-34,PN,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TV ,Not Hired
North Male,25-34,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Hired
